1	0.359099	-0.577168	-0.733434
2	0.295354	-0.735655	-0.609572
3	0.221835	-0.860980	-0.457714
4	0.147085	-0.944094	-0.295047
5	0.076196	-0.988376	-0.131558
6	0.005158	-0.999001	0.044381
7	-0.068007	-0.969497	0.235481
8	-0.138538	-0.892825	0.428567
9	-0.199445	-0.768688	0.607733
10	-0.246626	-0.600930	0.760302
11	0.376586	-0.562448	-0.736094
12	0.320118	-0.722920	-0.612300
13	0.253080	-0.850886	-0.460373
14	0.184645	-0.936799	-0.297176
15	0.118402	-0.984066	-0.132647
16	0.049533	-0.997756	0.045044
17	-0.022686	-0.971071	0.237711
18	-0.094034	-0.897186	0.431527
19	-0.157727	-0.775592	0.611211
20	-0.209734	-0.610044	0.764106
21	0.411669	-0.530221	-0.741212
22	0.371200	-0.693945	-0.616969
23	0.318213	-0.826407	-0.464534
24	0.262402	-0.917387	-0.299244
25	0.205180	-0.969752	-0.132222
26	0.140841	-0.988887	0.047613
27	0.070048	-0.967736	0.242035
28	-0.004029	-0.899835	0.436212
29	-0.074935	-0.784175	0.615999
30	-0.138632	-0.624192	0.768873
31	0.444054	-0.493097	-0.748112
32	0.422053	-0.658494	-0.623102
33	0.385516	-0.794106	-0.469866
34	0.343593	-0.889476	-0.301291
35	0.297100	-0.945938	-0.130128
36	0.238681	-0.969696	0.052159
37	0.169536	-0.953808	0.248007
38	0.093709	-0.891959	0.442298
39	0.016149	-0.782962	0.621860
40	-0.059159	-0.629946	0.774383
41	0.474143	-0.451387	-0.755936
42	0.472572	-0.616278	-0.629982
43	0.454377	-0.753105	-0.475789
44	0.426187	-0.852318	-0.303180
45	0.390904	-0.911717	-0.126356
46	0.340660	-0.938366	0.058485
47	0.274059	-0.927290	0.254999
48	0.197070	-0.871458	0.449137
49	0.113169	-0.769799	0.628174
50	0.026266	-0.625150	0.780063
51	0.502335	-0.405085	-0.763914
52	0.522539	-0.566773	-0.636963
53	0.523968	-0.702385	-0.481781
54	0.509673	-0.804252	-0.305635
55	0.485111	-0.865824	-0.122536
56	0.444135	-0.893550	0.065671
57	0.381381	-0.886390	0.262413
58	0.303434	-0.836576	0.456145
59	0.213278	-0.742997	0.634403
60	0.114755	-0.608213	0.785435
61	0.529007	-0.353694	-0.771396
62	0.571611	-0.509094	-0.643493
63	0.593641	-0.640429	-0.487279
64	0.595213	-0.741899	-0.308717
65	0.581268	-0.804881	-0.119556
66	0.547790	-0.833427	0.072971
67	0.488767	-0.829681	0.269696
68	0.409737	-0.786083	0.462806
69	0.313240	-0.701531	0.640105
70	0.203085	-0.578310	0.790136
71	0.554319	-0.296066	-0.777866
72	0.619321	-0.441701	-0.649108
73	0.661718	-0.566073	-0.491621
74	0.679731	-0.664177	-0.311184
75	0.675479	-0.728027	-0.117067
76	0.647923	-0.757529	0.079665
77	0.593061	-0.756251	0.276339
78	0.512604	-0.719424	0.468686
79	0.409618	-0.645185	0.644941
80	0.287921	-0.535520	0.793926
81	0.577827	-0.230434	-0.782954
82	0.664257	-0.363194	-0.653340
83	0.725676	-0.478301	-0.494593
84	0.759290	-0.570641	-0.312806
85	0.764351	-0.634314	-0.115817
86	0.742085	-0.664969	0.084416
87	0.690759	-0.665878	0.281884
88	0.608499	-0.636864	0.473427
89	0.498986	-0.574664	0.648671
90	0.366093	-0.480919	0.796676
91	0.597323	-0.157213	-0.786441
92	0.702958	-0.274636	-0.656068
93	0.781443	-0.378047	-0.496414
94	0.829218	-0.462519	-0.313805
95	0.843963	-0.523764	-0.115749
96	0.826560	-0.556074	0.087066
97	0.776616	-0.561301	0.286024
98	0.692518	-0.541370	0.476798
99	0.576993	-0.493019	0.651161
100	0.433989	-0.417466	0.798358
101	0.609643	-0.080857	-0.788541
102	0.731238	-0.181219	-0.657609
103	0.823976	-0.271423	-0.497386
104	0.883653	-0.346992	-0.314252
105	0.907345	-0.404136	-0.115753
106	0.894298	-0.438602	0.088652
107	0.845098	-0.449924	0.288751
108	0.759858	-0.439575	0.478946
109	0.639629	-0.406196	0.652595
110	0.488578	-0.350146	0.799181
111	0.613425	-0.005221	-0.789736
112	0.747510	-0.087873	-0.658413
113	0.851589	-0.164247	-0.497814
114	0.920897	-0.230500	-0.314354
115	0.952039	-0.283295	-0.115607
116	0.943298	-0.319626	0.089594
117	0.895492	-0.337304	0.290379
118	0.809781	-0.337065	0.480252
119	0.686557	-0.319064	0.653328
120	0.529958	-0.282897	0.799446
121	0.608917	0.067983	-0.790316
122	0.752383	0.003128	-0.658718
123	0.865218	-0.059318	-0.497875
124	0.942215	-0.116159	-0.314225
125	0.979604	-0.164521	-0.115364
